hdbscan,cluster_gene_size,corr_rest,corr_stim8hr,corr_stim48hr,corr_match,corr_mismatch,corr_max,corr_std,corr_cov,corr_min,corr_mean,corr_mismatch_to_match,condition_specificity
-1,405,0.03171675341206319,0.026276039328289806,0.03128375786860269,0.02972720035913101,0.01787620012295705,0.03171675341206319,0.0030239626282142916,0.10161557343740875,0.026276039328289806,0.02975885020298523,0.6013415292054637,across_condition
0,7,0.4064815726486652,0.5129760821592928,0.496742847846206,0.47206683421805457,0.35607590946914386,0.5129760821592928,0.057375511983857895,0.12154107813758273,0.4064815726486652,0.4720668342180547,0.7542913072022068,across_condition
1,2,0.3827114395138128,0.4115639893317561,0.2920669358223227,0.36211412155596384,0.3277207026637171,0.4115639893317561,0.06235441908679482,0.172195491351911,0.2920669358223227,0.36211412155596384,0.9050204981113079,across_condition
2,11,0.2616803292537897,0.3042536185679069,0.28165853621510084,0.2838760214805546,0.20715558396926062,0.3042536185679069,0.02130004484714603,0.0753901618347337,0.2616803292537897,0.2825308280122658,0.7297396338332532,across_condition
3,3,0.5085553918317508,0.5035697475249864,0.4530380856617249,0.4883877416728206,0.29677971906460154,0.5085553918317508,0.03071502559604167,0.06289065628641063,0.4530380856617249,0.4883877416728207,0.6076723343793903,across_condition
4,2,0.4946905066126985,0.5187539967450883,0.5351795844902068,0.5162080292826645,0.3765135888508559,0.5351795844902068,0.020364253474716987,0.039449703064509976,0.4946905066126985,0.5162080292826645,0.7293834413503186,across_condition
5,2,0.5838471498621146,0.5960781679485188,0.5959400350770324,0.5919551176292219,0.45855450764099626,0.5960781679485188,0.007022045724494014,0.011862463074256847,0.5838471498621146,0.5919551176292219,0.7746440464566053,across_condition
6,6,0.28189776494507535,0.2842998588126965,0.2022504059257225,0.2628867103905951,0.16879182340447554,0.2842998588126965,0.04669329818571097,0.18228935353615067,0.2022504059257225,0.25614934322783145,0.6420705830039333,across_condition
7,10,0.37561466525575604,0.41273355039862,0.2502290503984347,0.34143948427610243,0.27357749524192937,0.41273355039862,0.08515385738738622,0.24597262092310107,0.2502290503984347,0.34619242201760353,0.8012473888951374,across_condition
8,7,0.28758969513171717,0.34453305238340015,0.2720318568291001,0.301384868114739,0.15659697275580442,0.34453305238340015,0.03816852024148092,0.1266437843420524,0.2720318568291001,0.30138486811473914,0.5195913575069967,across_condition
9,34,0.35403665293375997,0.43224428218294964,0.3756523197017942,0.3873110849395012,0.24589586427960666,0.43224428218294964,0.04038630242230219,0.10427355165579785,0.35403665293375997,0.3873110849395012,0.6348794905212075,across_condition
10,42,0.31133769033107234,0.40465009802145707,0.2902194638195788,0.33540241739070276,0.20646226366123369,0.40465009802145707,0.06089274034974858,0.1815512864321905,0.2902194638195788,0.3354024173907027,0.6155658187183858,across_condition
11,2,0.7553894152985915,0.7933496394335209,0.719026201409181,0.7559217520470979,0.4517191457799265,0.7933496394335209,0.037164578522429506,0.04916458406149154,0.719026201409181,0.7559217520470979,0.5975739480397728,across_condition
12,2,0.2425031893068809,0.3438533841293254,0.3559059176502894,0.31408749702883193,0.21874806608835384,0.3559059176502894,0.06228603956820278,0.19830792424852617,0.2425031893068809,0.3140874970288319,0.6964558225260195,across_condition
13,2,0.4821802396529461,0.492350933365803,0.34789354864596,0.44080824055490303,0.3012792924332543,0.492350933365803,0.08062701614254703,0.18290723431361275,0.34789354864596,0.44080824055490303,0.6834701911515869,across_condition
14,4,0.26823638042983133,0.35780052073432506,0.1987553116761768,0.27493073761344433,0.12201946751661596,0.35780052073432506,0.0797336531501214,0.29001360066995413,0.1987553116761768,0.2749307376134444,0.4438189362739669,across_condition
15,88,0.2550340892150641,0.37283674663944616,0.37844895508888204,0.3337870832641768,0.13771904465812204,0.37844895508888204,0.06969001853276015,0.20775707432155738,0.2550340892150641,0.3354399303144641,0.41259548845131283,across_condition
16,2,0.3697940182303307,0.3833068470420155,0.3841621293645591,0.37908766487896844,0.2711416552047948,0.3841621293645591,0.008059886970988835,0.021261274680520456,0.3697940182303307,0.37908766487896844,0.715247897320432,across_condition
17,5,0.25528761782811915,0.23844987720317956,0.2641002181752411,0.2526125710688466,0.20704560428665308,0.2641002181752411,0.013032724364804758,0.05159174901574016,0.23844987720317956,0.2526125710688466,0.8196171845708551,across_condition
18,2,0.3923598065404325,0.4932205487442989,0.5554513813868661,0.4803439122238658,0.3625196702001203,0.5554513813868661,0.08230474635482438,0.17134545532965134,0.3923598065404325,0.4803439122238659,0.7547085764483821,across_condition
19,6,0.2074118610788201,0.19939560558610242,0.1833353840716138,0.1967142835788454,0.11518661011024495,0.2074118610788201,0.01226015097988536,0.06232466070503388,0.1833353840716138,0.19671428357884543,0.5855528536852628,across_condition
20,3,0.3625208344219886,0.27371662107758116,0.3244298480390779,0.32022243451288257,0.2323212071153437,0.3625208344219886,0.044551361633120345,0.13912629732170761,0.27371662107758116,0.32022243451288257,0.7254994718553907,across_condition
21,135,0.03350484193268546,0.2508759650923638,0.11301894355405281,0.1342604607046653,0.0713760208017446,0.2508759650923638,0.10998276829255839,0.8302680220530216,0.03350484193268546,0.13246658352636734,0.5316235355303263,Stim8hr
22,11,0.17206781472321642,0.9002150295481782,0.6201429674133739,0.564141937228256,0.2963603548986867,0.9002150295481782,0.36728963795713476,0.6510589157078152,0.17206781472321642,0.5641419372282561,0.5253294168392538,Stim8hr_Stim48hr
23,4,0.28849869005652384,0.3434997037663992,0.20409895873579187,0.29361914927632765,0.17415918154028034,0.3434997037663992,0.07021513829084394,0.2519388612197995,0.20409895873579187,0.2786991175195716,0.59314653683019,across_condition
24,7,0.11058842940510816,0.22876910275840287,0.11544253539788096,0.151600022520464,0.11691029516710127,0.22876910275840287,0.06687444051971093,0.4411242123046767,0.11058842940510816,0.151600022520464,0.7711759749331166,across_condition
25,14,0.18042577592551365,0.0771020535452828,0.0805450054708636,0.11269094498055332,0.04639865140872087,0.18042577592551365,0.05868533864473501,0.520763568491347,0.0771020535452828,0.11269094498055336,0.41173362612876946,Rest
26,23,0.18350073973968228,0.03400056014431967,0.024623304586057337,0.08238237751700372,0.029672100746200646,0.18350073973968228,0.08914433616505027,1.104526361872575,0.024623304586057337,0.08070820149001977,0.3601753389561539,Rest
27,215,0.3874616734625326,0.0874579371430095,0.043984120189526785,0.17471824360887409,0.06893005356382521,0.3874616734625326,0.18702452787829257,1.0812671991685159,0.043984120189526785,0.17296791026502298,0.39452121392733713,Rest
28,49,0.295268075760537,0.37806008357562937,0.4156562693648038,0.3578319213515181,0.15783483621658123,0.4156562693648038,0.0615918107425098,0.16967683591944896,0.295268075760537,0.3629948095669901,0.4410865179955014,across_condition
29,4,0.24342648804732978,0.1054280074090314,0.08787597238672988,0.14557682261436367,0.09154358482903073,0.24342648804732978,0.08519352236152448,0.5852135033006185,0.08787597238672988,0.1455768226143637,0.6288335133644989,Rest
30,87,0.22497350929924798,0.1912298452075928,0.0663446240441697,0.16134834706394702,0.04778876778720133,0.22497350929924798,0.08356442282119463,0.519519881145006,0.0663446240441697,0.16084932618367015,0.29618380762376983,Rest
31,12,0.25017287815271194,0.3036209202712786,0.41401639969723325,0.3226033993737413,0.17752080633779488,0.41401639969723325,0.08355492668110048,0.2590020032129319,0.25017287815271194,0.3226033993737413,0.5502756842687021,across_condition
32,11,0.25150174717702645,0.36115155966906815,0.3725199055346245,0.3333516723172211,0.1912249099426288,0.3725199055346245,0.06683027672086393,0.20350820306826647,0.25150174717702645,0.32839107079357305,0.5736431697293454,across_condition
33,13,0.3962217761881443,0.42842397973617363,0.27355318881551877,0.3660663149132789,0.21671154919640687,0.42842397973617363,0.0817205870856434,0.22323984413863107,0.27355318881551877,0.36606631491327885,0.5920007943034743,across_condition
34,6,0.28437150705320335,0.3516561502374668,0.2779156229518183,0.3046477600808295,0.16138126127505348,0.3516561502374668,0.04083823170414712,0.13405065474077954,0.2779156229518183,0.3046477600808295,0.5297306674181212,across_condition
35,37,0.20697038339520088,0.2153021238426086,0.15472007448007727,0.19206224547496706,0.0971595159320492,0.2153021238426086,0.03283721817687211,0.1707329654695324,0.15472007448007727,0.19233086057262894,0.5058751431952447,across_condition
36,8,0.07598741707507319,0.08631768259483884,0.3975384268385162,0.18661450883614275,0.06463896407571218,0.3975384268385162,0.18273848249761512,0.9792297696320548,0.07598741707507319,0.18661450883614275,0.34637694828148946,Stim48hr
37,9,0.20352167831267018,0.2906185503183633,0.0777712401424227,0.19063715625781869,0.11554752939767703,0.2906185503183633,0.10700702100198721,0.5613125116977215,0.0777712401424227,0.1906371562578187,0.6061123217837447,Rest_Stim8hr
38,6,0.23122864775617777,0.26727991313082744,0.3214998969066011,0.27333615259786875,0.16949293678261626,0.3214998969066011,0.04543933464693405,0.16623975356009438,0.23122864775617777,0.27333615259786875,0.6200897143378384,across_condition
39,12,0.13453609090699803,0.14010723758882418,0.1339953414700172,0.1363433340191188,0.09047976994725546,0.14010723758882418,0.0033834242878851128,0.02483923722760712,0.1339953414700172,0.13621288998861314,0.6636171148240213,across_condition
40,4,0.18677206205471475,0.17507978784375308,0.25768093288912125,0.20651092759586304,0.12836132264198344,0.25768093288912125,0.044698483199546446,0.21644609183597444,0.17507978784375308,0.20651092759586306,0.6215715755884041,across_condition
41,52,0.16152240835103918,0.20250903713642987,0.08273760597587387,0.1515164893793134,0.11389618134115062,0.20250903713642987,0.060871647131119366,0.408745728459084,0.08273760597587387,0.14892301715444764,0.7517081593411107,across_condition
42,13,0.1667474988637549,0.13171643414008022,0.05603762874695825,0.11816718725026444,0.0686632119813688,0.1667474988637549,0.056584939725870365,0.47885492616516284,0.05603762874695825,0.11816718725026447,0.5810683454447303,across_condition
43,2,0.348452110773363,0.3735673886274668,0.4184943464697058,0.3801712819568452,0.22845223995790873,0.4184943464697058,0.03548502854253981,0.09333958199022475,0.348452110773363,0.3801712819568452,0.6009192456147734,across_condition
44,12,0.22972189862016273,0.2793144490507803,0.2992123287130666,0.2676635135053524,0.16489458507812468,0.2992123287130666,0.03578702406311755,0.13283173276530552,0.22972189862016273,0.26941622546133653,0.6160517842669182,across_condition
45,8,0.07876744336620116,0.03633466761445597,0.03250142069684096,0.049201177225832685,0.03835500783810679,0.07876744336620116,0.02567676996031968,0.5218730812570536,0.03250142069684096,0.0492011772258327,0.7795546773618416,Rest
46,6,0.38543682840562304,0.369591490650694,0.24127164564936784,0.3320999882352283,0.1359327805057445,0.38543682840562304,0.07905763432340213,0.23805371009951726,0.24127164564936784,0.3320999882352283,0.4093128133731295,across_condition
47,4,0.37393185062619133,0.338615404511889,0.32563880836249387,0.3460620211668581,0.25795634651415317,0.37393185062619133,0.024992870132807165,0.07222078299298999,0.32563880836249387,0.3460620211668581,0.7454049584648769,across_condition
48,13,0.32968273420414795,0.22887767139457352,0.30003147425503024,0.28317106619729876,0.15552176616518146,0.32968273420414795,0.05180688751848403,0.18101809043654787,0.22887767139457352,0.28619729328458393,0.549214890679622,across_condition
49,4,0.21560504870096633,0.03933752342406909,0.012544884130834266,0.08916248541862322,0.028384026881237683,0.21560504870096633,0.11031886845472696,1.2372789737384873,0.012544884130834266,0.08916248541862322,0.31834046289729334,Rest
50,8,0.1615613488453816,0.148261743038378,0.1611621296935311,0.15699507385909692,0.05785726311817868,0.1615613488453816,0.007565919930906623,0.048192084916607245,0.148261743038378,0.1569950738590969,0.36852916270548447,across_condition
51,23,0.21476975991448738,0.11642611806607205,0.14942735973636,0.16020774590563983,0.056503926523180925,0.21476975991448738,0.05005027989403702,0.31240861427209615,0.11642611806607205,0.16020774590563983,0.35269160179346737,across_condition
52,4,0.3429719664678541,0.32033334521570506,0.16997484786419895,0.277760053182586,0.1396769264198942,0.3429719664678541,0.09402853108070289,0.33852431263358473,0.16997484786419895,0.27776005318258606,0.5028690224511059,across_condition
53,4,0.09197296858230831,0.18758297750919925,0.06307717321791902,0.11421103976980884,0.05353172351404592,0.18758297750919925,0.065163814215866,0.5705561769440414,0.06307717321791902,0.11421103976980886,0.4687088360454344,Stim8hr
54,43,0.2513955916036814,0.2316149518042944,0.05093294735776,0.17682503086393134,0.062277401798033614,0.2513955916036814,0.11047060859474299,0.6206870792805184,0.05093294735776,0.1779811635885786,0.3521978845062762,Rest_Stim8hr
55,3,-0.0004963038411622336,-0.03896438190526954,0.019475633263060264,-0.006661684161123834,0.0006983751474702878,0.019475633263060264,0.029703834417226033,-4.458907642390382,-0.03896438190526954,-0.006661684161123837,-0.104834622984058,across_condition
56,2,0.6281368416998744,0.5045729740773112,0.3974108309581037,0.5100402155784298,0.3648863458029327,0.6281368416998744,0.11546012755677428,0.22637455641773757,0.3974108309581037,0.5100402155784297,0.7154070103847007,across_condition
57,4,0.0792065395484782,0.06275849907757323,0.31049389368075003,0.15081964410226717,0.05058344626717399,0.31049389368075003,0.13852629350658258,0.9184897254674017,0.06275849907757323,0.15081964410226714,0.3353903038842511,Stim48hr
58,174,0.18328800279784435,0.1875644981859442,0.3790446665670866,0.24996572251695837,0.09819038054255776,0.3790446665670866,0.11180609308540927,0.4472856996535757,0.18328800279784435,0.24996572251695837,0.3928153810604822,across_condition
59,9,0.12136422742920588,0.10189529680696928,0.12130818767763224,0.11485590397126914,0.07174967215620537,0.12136422742920588,0.011224250026790863,0.0977246239740412,0.10189529680696928,0.11485590397126914,0.6246929385027811,across_condition
60,50,0.24522877116095942,0.3567448654087164,0.09539608236175848,0.23400858794351595,0.06024079954963034,0.3567448654087164,0.1311416920161794,0.5641556628690095,0.09539608236175848,0.23245657297714475,0.25742986648067384,Rest_Stim8hr
61,19,0.3047066775297893,0.3410524211962319,0.19697008382800052,0.28090972751800725,0.13069833122553468,0.3410524211962319,0.07493097562270662,0.2667439689068912,0.19697008382800052,0.28090972751800725,0.4652680858734466,across_condition
62,4,0.4938638601875347,0.39485681153025615,0.29031800265242275,0.39301289145673785,0.2317274457955354,0.4938638601875347,0.1017854560379535,0.25898757585451326,0.29031800265242275,0.3930128914567379,0.5896179256019227,across_condition
63,7,0.20668499018887246,0.22906731319409943,0.27499469118066083,0.23691566485454418,0.14656653254521185,0.27499469118066083,0.03482457867995518,0.146991456649082,0.20668499018887246,0.2369156648545442,0.6186443291337331,across_condition
64,17,0.10686914617516155,0.09290021746554199,0.12820125328458917,0.10942371827305414,0.06051609480388208,0.12820125328458917,0.017778043072472754,0.16261862028197197,0.09290021746554199,0.10932353897509757,0.5530436705949913,across_condition
65,4,0.48498985972303127,0.5027351561851562,0.4752530138861863,0.48765934326479127,0.3080240331789147,0.5027351561851562,0.013934189718817635,0.0285736137557229,0.4752530138861863,0.48765934326479127,0.6316377147964589,across_condition
66,4,0.48498985972303127,0.5027351561851562,0.4752530138861863,0.48765934326479127,0.3080240331789147,0.5027351561851562,0.013934189718817635,0.0285736137557229,0.4752530138861863,0.48765934326479127,0.6316377147964589,across_condition
67,6,0.07798669835248043,0.21351360929719249,0.03973739573001175,0.11446580147332168,0.046662803949643825,0.21351360929719249,0.09131331150044839,0.8270191820142487,0.03973739573001175,0.11041256779322822,0.40765716352861453,Stim8hr
68,22,0.20085245145347588,0.32530240368918617,0.13201608881397167,0.22568451177826712,0.11192398862048628,0.32530240368918617,0.09796754135167123,0.44654451363076075,0.13201608881397167,0.21939031465221123,0.4959311905747902,across_condition
69,7,0.0759058585794552,0.06240026519679097,0.03709831707314313,0.058468146949796435,0.03565929110816108,0.0759058585794552,0.019700316872382894,0.3369410166068464,0.03709831707314313,0.058468146949796435,0.6098926162099829,across_condition
70,3,0.17148867371832252,0.2349740117686853,0.1512145847717939,0.18589242341960055,0.1394227529502588,0.2349740117686853,0.04369795655181939,0.23507120811042082,0.1512145847717939,0.18589242341960058,0.7500184805033749,across_condition
71,3,0.09259843958237189,0.1419597644522759,0.1300272210587643,0.12152847503113737,0.14542747893691688,0.1419597644522759,0.025754739588270535,0.21192349843665692,0.09259843958237189,0.12152847503113735,1.1966535324306196,across_condition
72,4,0.2482064928246154,0.07505026116652976,0.0341986184837755,0.11915179082497357,0.03539086063075429,0.2482064928246154,0.1136158054965599,0.9535383791541525,0.0341986184837755,0.11915179082497356,0.2970233211411923,Rest
73,3,0.0414951162538763,0.07394595339486949,0.10335416245384432,0.07293174403419672,0.05384648245124368,0.10335416245384432,0.030941991931078095,0.42425959149653425,0.0414951162538763,0.07293174403419671,0.7383133800556831,across_condition
74,11,0.22585734722354706,0.3195608768507796,0.28655389856655167,0.27732404088029283,0.11290283072222614,0.3195608768507796,0.04752873415978861,0.1713833896582534,0.22585734722354706,0.2773240408802928,0.4071151940662827,across_condition
75,4,0.33022771554444286,0.12308387274312105,0.05721550125717095,0.1701756965149116,0.07435533346402119,0.33022771554444286,0.14246805672544582,0.8371821572827356,0.05721550125717095,0.17017569651491163,0.436932740613204,Rest
76,78,0.03363452158069176,0.037936240309417155,0.1548508135627248,0.07547385848427791,0.023850552053401277,0.1548508135627248,0.06877610009407045,0.9112572415838172,0.03363452158069176,0.0754738584842779,0.3160107689256357,Stim48hr
77,84,0.0440333656166329,0.035389745744152726,0.2557367919492308,0.11957410591272774,0.041339331645289225,0.2557367919492308,0.12479708440555577,1.1170526352323316,0.035389745744152726,0.11171996777000548,0.34572143634058294,Stim48hr
78,31,0.15227071501335485,0.17200271580357693,0.278448779140846,0.20305528102139123,0.121569601813637,0.278448779140846,0.06787368184373636,0.33783564329821736,0.15227071501335485,0.20090740331925927,0.5987019948564156,across_condition
79,6,0.30491986556016387,0.21322057865573804,0.18401065807423597,0.22519168016378122,0.09930390010646048,0.30491986556016387,0.06308858208111437,0.26955130544698064,0.18401065807423597,0.23405036743004595,0.4409749953205956,across_condition
80,41,0.14742894378918453,0.135667813986551,0.043363498081228705,0.11085556270665253,0.04287235704843891,0.14742894378918453,0.056991268189930396,0.5237201206039056,0.043363498081228705,0.10882008528565473,0.38674069213728424,Rest_Stim8hr
81,4,0.3515976779083587,0.3731936058371359,0.37837573163922905,0.36772233846157454,0.2757169993938273,0.37837573163922905,0.014202715072284808,0.03862347642980882,0.3515976779083587,0.3677223384615746,0.7497967095154829,across_condition
82,7,0.03422887000771413,0.05674744463180675,0.1670982484949925,0.08258045323154004,0.05107161649241783,0.1670982484949925,0.07110867018860141,0.8266061093925582,0.03422887000771413,0.08602485437817113,0.6184467933255663,Stim48hr
83,6,0.2958080226595732,0.28576289465232135,0.3222132584585175,0.2929600978798203,0.18048573635029047,0.3222132584585175,0.018827152802464053,0.06249440953006917,0.28576289465232135,0.30126139192347073,0.616076174388535,across_condition
84,9,0.38221840022190645,0.17915470912607512,0.0551051869474986,0.21752377171057297,0.0975353992706171,0.38221840022190645,0.16513943648369026,0.8036265225039084,0.0551051869474986,0.2054927654318267,0.44838961049458625,Rest
85,7,0.019649069258256584,0.07978629637378706,0.21736941815245264,0.1056015945948321,0.032432790130622766,0.21736941815245264,0.1013565799955374,0.9598016051217617,0.019649069258256584,0.1056015945948321,0.30712405674421467,Stim48hr
86,12,0.033535806629703326,0.13272645573684172,0.057284502761605655,0.0765599544658996,0.011707811967664204,0.13272645573684172,0.05179168805091318,0.6950450124548617,0.033535806629703326,0.07451558837605023,0.15292344476091552,Stim8hr
87,32,0.2476336099615065,0.16967093068265532,0.09691679207762119,0.17299201130789163,0.10598591727578383,0.2476336099615065,0.07537340737680827,0.43973325831032,0.09691679207762119,0.171407110907261,0.6126636511968742,across_condition
88,99,0.1661826116059366,0.1813996764265592,0.04688650284828444,0.13384699887849988,0.063457907626463,0.1813996764265592,0.07366242200354678,0.5602148284461597,0.04688650284828444,0.13148959696026008,0.4741078108450318,Rest_Stim8hr
89,7,0.2626745730721176,0.06406136557394226,0.01019316950250616,0.11230970271618869,0.07340779743548187,0.2626745730721176,0.13297609302000174,1.184012510085953,0.01019316950250616,0.11230970271618868,0.65361937268222,Rest
90,25,0.014808169572077123,0.04472367969269783,0.12727436373547163,0.06356902720358919,0.009097525113127378,0.12727436373547163,0.05824974679673892,0.9354573254476611,0.014808169572077123,0.06226873766674886,0.14311254259076847,Stim48hr
91,10,0.36710569412349814,0.23458350316689228,0.26253658896203363,0.2917545624491908,0.16575579696874038,0.36710569412349814,0.06985485410916822,0.2424882081293219,0.23458350316689228,0.28807526208414136,0.5681343783530611,across_condition
92,4,0.34843759677928227,0.1367013867612974,0.03729184940797344,0.17414361098285103,0.1021692606436591,0.34843759677928227,0.15891620163723208,0.9125583232156678,0.03729184940797344,0.17414361098285103,0.5866954295194919,Rest
93,8,0.05153647668585003,0.4829950845246938,0.25424943538616707,0.26292699886557036,0.13338368097925873,0.4829950845246938,0.2158601576264425,0.8209889382140165,0.05153647668585003,0.2629269988655703,0.5073030976459565,Stim8hr_Stim48hr
94,6,0.06902563043664246,0.056246930821719755,0.1812060833707369,0.10215954820969972,0.05564868268846583,0.1812060833707369,0.06875383503257054,0.6730044938280434,0.056246930821719755,0.1021595482096997,0.5447232653597637,Stim48hr
95,21,0.034628360437118484,0.05107101897783075,0.22701491888354597,0.10423809943283174,0.029331331951371373,0.22701491888354597,0.10664520992898169,1.0230924250273867,0.034628360437118484,0.10423809943283173,0.28138782375125426,Stim48hr
96,83,0.11623028447803026,0.1925122195817294,0.10164178432113108,0.1391956483999438,0.08358714093369271,0.1925122195817294,0.048800945968364526,0.3567457187084424,0.10164178432113108,0.13679476279363026,0.6005011068559127,across_condition
97,8,0.10389471323231067,0.10780767189316003,0.05839649782015095,0.0900329609818739,0.040871517004645475,0.10780767189316003,0.027467747676277864,0.3050854639981005,0.05839649782015095,0.09003296098187387,0.4539617108991232,across_condition
98,7,0.16841737849961175,0.22059682268037567,0.3488171383081486,0.24594377982937862,0.11963769122550144,0.3488171383081486,0.09283248091201426,0.37745407091171806,0.16841737849961175,0.24594377982937865,0.48644324856883575,across_condition
99,195,0.0680105095142958,0.09793792866622122,0.27616319735343214,0.14808812692794973,0.08317678399075994,0.27616319735343214,0.11253698523180465,0.7636328215783618,0.0680105095142958,0.14737054517798306,0.5616708490831845,Stim48hr
100,13,0.04466306001721191,0.1306951455732426,0.1926272261482223,0.12266181057955892,0.046344766647650165,0.1926272261482223,0.07430847507553812,0.6057995942212294,0.04466306001721191,0.12266181057955894,0.37782555490317643,Stim48hr
101,58,0.3616373458212318,0.14071592248065712,0.051399245015027184,0.18613283303692485,0.09057232481286633,0.3616373458212318,0.1597035917756003,0.8652074054833278,0.051399245015027184,0.1845841711056387,0.486600474161905,Rest
102,10,0.11109418176909545,0.0856929701713447,0.3746614768757637,0.19048287627206786,0.10781378316586038,0.3746614768757637,0.1600081969085027,0.8400135489342462,0.0856929701713447,0.19048287627206795,0.5660024946907526,Stim48hr
103,4,-0.011771193591277401,0.003805130092866532,0.4213782343174571,0.13780405693968206,-0.002621785960337999,0.4213782343174571,0.24570590351371221,1.7830092159134303,-0.011771193591277401,0.13780405693968206,-0.019025462809745694,Stim48hr
104,4,0.4841490197179094,0.18668107351959964,0.03764890767075987,0.23615966696942298,0.07248990836990536,0.4841490197179094,0.22732506663775323,0.9625905623723053,0.03764890767075987,0.236159666969423,0.30695295814120144,Rest
105,36,0.36295124321287014,0.09882012071413432,0.02168301381255748,0.16643609556444677,0.058439687501210605,0.36295124321287014,0.1789689859219617,1.1105638556346225,0.02168301381255748,0.16115145924652066,0.3511238791262188,Rest
106,70,0.2830701329701454,0.07995853361086325,0.06031686961029206,0.14390499779955426,0.06985348716940014,0.2830701329701454,0.1233282429781469,0.8739544823433608,0.06031686961029206,0.14111517873043355,0.485413906657358,Rest
107,9,0.07470512237997476,0.07058134466714931,0.353154787974486,0.1734624420173817,0.10031328024387987,0.353154787974486,0.16196654627570709,0.9748383263461107,0.07058134466714931,0.16614708500720335,0.5782997118986024,Stim48hr
108,4,0.3436376679270679,0.24107893908767078,0.38816597650156764,0.32429419450543545,0.15852204065464662,0.38816597650156764,0.07542729358003855,0.23258909612942308,0.24107893908767078,0.32429419450543545,0.4888217036891471,across_condition
109,15,0.03924811207549289,0.053211923173604396,0.29121290438076114,0.1278909798766195,0.05285380798040353,0.29121290438076114,0.14161315360127513,1.1072958682300649,0.03924811207549289,0.1278909798766195,0.41327236706914977,Stim48hr
110,5,0.057377102586724835,0.05501201481470932,0.25209150350947135,0.12149354030363518,0.05764521036778157,0.25209150350947135,0.11310733577083777,0.9309740706226957,0.05501201481470932,0.12149354030363517,0.4744714017199216,Stim48hr
111,10,0.185009364631654,0.15612248514693636,0.381914944126369,0.24101559796831976,0.08898429537287629,0.381914944126369,0.1228742538631079,0.5098186793672128,0.15612248514693636,0.2410155979683198,0.3692055457114971,Stim48hr
